,name,type,url_pics
0,1. Pastamore Alcala,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/19/5f/95/4d/maccheroni-cuatro-quesos.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/0a/1d/d2/new-york-pepperoni.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/0a/1c/b4/calzone-amore.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/e2/09/bd/nuestro-horno.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/19/5f/b3/da/pastamorealcala-gmailcom.jpg']"
1,2. Trattoria Pulcinella,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/28/ed/e2/65/nutellotto-panna-cotta.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/04/a3/55/f3/pulcinella.jpg']"
2,3. Oven Mozzarella Preciados,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/24/e4/67/08/terraza-interior.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/f5/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/ea/zona-mesas-oven.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/e3/planta-1.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/dc/entrada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/d4/entrada.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/ce/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/ca/sala-principal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/ce/salon.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/e4/66/ca/sala-principal.jpg']"
3,4. Pizzart Luchana,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/22/3f/73/e1/barbacue-italiana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/3f/73/d7/funghi-e-tartufo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/3f/73/ca/prosciutto-e-funghi.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/3f/73/c2/calzone-di-nutella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/3f/72/d8/margherita.jpg']"
4,5. Peppe Fusco The Italian,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/28/6a/e5/54/delizia-mari-rellena.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/6a/e5/28/filetto-con-porcini-solomillo.jpg']"
5,6. Ornella,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/28/6a/ec/64/pizza-bufalina-con-tomate.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/28/ed/b8/7c/pennette-salmone-e-vodka.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/5a/f3/c0/delizia-mari-rellena.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/cf/0e/16/ornella.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/09/cf/0e/16/ornella.jpg']"
6,7. Oven Mozzarella Bar,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1b/84/92/5f/oven-sala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/84/93/56/fondo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/84/93/42/sala.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/21/ca/dd/e9/burrata-iberica.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/bf/f3/c6/caption.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1d/bf/f3/c6/caption.jpg']"
7,8. Lettera Trattoria Moderna,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1a/97/58/f3/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/62/61/logo-lettera-trattoria.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/58/5f/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/ec/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/57/d6/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/ae/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/23/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/b9/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/23/lettera-trattoria-moderna.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/97/59/b9/lettera-trattoria-moderna.jpg']"
8,9. Oven Mozzarella Atocha,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/0f/58/74/9e/oven-atocha.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/aa/cd/9d/mozzarella-cantabrico.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1b/63/c5/72/iabrimos-todos-nuestros.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/85/dd/6f/burrata-iberica.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/16/85/dd/6f/burrata-iberica.jpg']"
9,10. Pizzart Villa Canalejas,Italian,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e4/fc/torta-di-formagio.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e6/73/ouvo-e-tartufo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e5/b4/gamberi-speziata.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e6/67/5-formaggi-e-tartufo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e4/e5/insalata-capresse.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e5/c6/romana.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/85/e5/c6/romana.jpg']"
