,name,type,url_pics
0,1. Restaurante Solidere,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/25/a5/35/fb/plato-2.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/a5/35/f8/tapeo.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/a5/35/f4/plato-1.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/a5/35/f2/salon-4.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/73/da/b3/maqlube.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/73/da/ae/uzzi-de-cordero.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/25/a5/35/eb/salon-1.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1a/42/57/0c/o-cenas-de-empresa-de.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1a/46/bc/04/exquisito-falafel.jpg']"
1,2. Restaurante Yunie,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/0b/a8/18/28/it-s-very-nice-lebanese.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/db/c4/1a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/ce/f2/08/restaurante-yunie.jpg']"
2,3. Mune,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/1c/32/a8/26/mune.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/39/ec/ee/20201024-140941-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1c/59/2c/fc/mune.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/1d/2e/64/ad/photo1jpg.jpg']"
3,4. Antuanet,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/24/ff/63/0a/antuanet.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/ff/4f/65/antuanet.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/ff/45/51/antuanet.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/24/ff/44/80/antuanet.jpg']"
4,5. Restaurante Libanes Fairuz,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/15/c3/91/60/especial-fairuz.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/de/16/55/variedad-de-nuestra-comida.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0b/de/16/40/nuestro-exquisito-pan.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/0b/de/16/25/en-restaurante-libanes.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1f/18/40/59/fachada-principal.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1f/16/11/df/fachada-del-restaurante.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/22/3f/ae/5a/castaleta-lebnan-chuleta.jpg']"
5,6. Makan Saj,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/17/da/ff/e1/ham-cheese-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/8c/9c/cheese-saj-wrap-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/8e/8b/nutella-banana-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/db/00/24/labneh-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/db/00/6a/our-goat-cheese-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/da/fd/37/hummus-dip-our-hummus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/91/30/chicken-avocado-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/8c/d0/hummus-saj-wrap-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/91/30/chicken-avocado-saj-wrap.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/17/de/8c/d0/hummus-saj-wrap-saj-wrap.jpg']"
6,7. Shukran,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/12/03/2d/46/20180209-155955-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/13/2c/45/16/degustacion-de-humus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/98/c4/8a/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/6f/fc/eb/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/98/c4/8b/photo1jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/9f/b8/15/img-20161114-wa0006-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/98/c4/8e/photo4jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0d/9f/b8/15/img-20161114-wa0006-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/98/c4/8e/photo4jpg.jpg']"
7,8. PISTACH sucre et sale,Lebanese,[]
8,9. Filfil,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/1b/2f/3d/71/hummus.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/2f/3d/7b/falafel-pita.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/2f/3d/6f/shawarma.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/1b/2f/3d/70/falafel.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/f7/f1/9e/photo2jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/19/f7/f1/9f/photo3jpg.jpg']"
9,10. La Libanesa,Lebanese,"['https://media-cdn.tripadvisor.com/media/photo-f/0c/58/23/1d/un-des-tres-bon-resto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0e/b4/e3/09/menu-de-65-con-bebida.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/58/22/ea/un-des-tres-bon-resto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0a/11/8d/30/20160110-141342-largejpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-s/12/45/25/08/photo0jpg.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/58/23/18/un-des-tres-bon-resto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/58/22/e0/un-des-tres-bon-resto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/29/fd/e7/tajin-and-cous-cous.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0c/58/22/e0/un-des-tres-bon-resto.jpg', 'https://media-cdn.tripadvisor.com/media/photo-f/0f/29/fd/e7/tajin-and-cous-cous.jpg']"
